Alloy Name,Serial Number,Al,Ag,B,Be,Bi,C,Ca,Cd,Ce,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Mo,Nb,Ni,O,Pb,Sc,Si,Sn,Ta,Te,Ti,V,Zn,Zr,D @ 1000K (cm²/s)_weighted,D @ 500K (cm²/s)_weighted,D @ 600K (cm²/s)_weighted,D @ 700K (cm²/s)_weighted,D @ 800K (cm²/s)_weighted,D @ 900K (cm²/s)_weighted,D0 (cm²/s)_weighted,Q (kJ/mol)_weighted,atomic_number_weighted,atomic_volume_elemental_phase_A3_per_atom_mp_weighted,atomic_weight_weighted,band_gap_elemental_phase_eV_mp_weighted,bulk_modulus_vrh_elemental_phase_GPa_mp_weighted,density_elemental_phase_g_cm3_mp_weighted,electronegativity_weighted,formation_energy_eV_atom,lattice_a_elemental_phase_A_mp_weighted,lattice_alpha_elemental_phase_deg_mp_weighted,lattice_b_elemental_phase_A_mp_weighted,lattice_beta_elemental_phase_deg_mp_weighted,lattice_c_elemental_phase_A_mp_weighted,lattice_gamma_elemental_phase_deg_mp_weighted,melting_point_K_weighted,poisson_ratio_homogeneous_elemental_phase_mp_weighted,shear_modulus_vrh_elemental_phase_GPa_mp_weighted,space_group_number_elemental_phase_mp_weighted,specific_heat_J_gK_weighted,thermal_conductivity_W_mK_weighted,valence_electrons_weighted,young_modulus_vrh_elemental_phase_GPa_mp_weighted,Size_Mismatch_δ,SFE_weighted_mJ_m2,Size_Mismatch_δ.1,Total_Excess_Solute,L12_Score,Ternary_L12_Avg,Ternary_ThreePhase_Avg,Process,YS,UTS,Elongation
alloy_746,1115,97.43135589,0,0,0,0.067270794,0,0,0,0,0,0,2.433524621,0,0,0,0,0,0,0,0,0,0,0,0.067848699,0,0,0,0,0,0,0,0,0,0.0000000347,1.38E-15,2.52E-13,1.2E-11,2.62E-10,0.00000000357,0.187298344,126.2841425,13.4832691,16.37284025,28.11464972,0,77.4758207,2.888426395,1.617821542,3.390683352,2.849822543,59.99701896,2.849822602,59.99701826,2.849823269,59.99701782,943.3080078,0.330019452,26.50831684,224.9603102,0.886541877,240.7002812,3.196705873,71.38752868,0.175294494,163.642284,0.175294494,0.123440113,0,0,0,0,268.895523,393.001149,17
alloy_747,1116,96.30753219,0,0,0,0,0,0,0,0,0,0,1.924364071,0,0,0,0,0,0.571738135,0.404706261,0,0,0,0,0,0,0.791659341,0,0,0,0,0,0,0,0.0000000226,1.19E-16,3.97E-14,3.3E-12,1.06E-10,0.00000000189,14.43871363,128.9887254,13.35866221,16.42417376,27.79041782,0.00483308,77.34783286,2.853981919,1.61591843,3.389090144,2.879705908,60.37173814,2.879705966,60.37173742,2.890965184,60.54325848,949.910283,0.329244146,27.01072739,224.8062179,0.88766791,238.0686427,3.172336588,72.00470353,0.27058196,163.7768329,0.27058196,0,0,0,1,0,415,485,
alloy_748,1117,96.89299977,0.181451408,0,0,0,0,0,0,0,0,0,2.024065405,0,0,0.075103797,0,0,0.40264967,0.178135357,0,0,0,0,0,0,0.099558994,0,0,0,0.146035596,0,0,0,0.0000000228,1.2E-16,4E-14,3.32E-12,1.06E-10,0.0000000019,1.982195045,126.7045989,13.42679598,16.39025641,27.95932707,0.000607808,77.39419692,2.875645998,1.615487328,3.386853704,2.862888045,60.32970143,2.862888092,60.32970097,2.881348739,60.56336384,946.4866091,0.329876994,26.63243387,224.7600211,0.887132634,239.4140923,3.185751398,71.59818689,0.189923524,163.3240186,0.189923524,0.122047912,0.073017798,0,1,0,435,485,7
alloy_749,1118,96.06675014,0,0,0,0,0,0,0,0,0,0,1.919552896,0,0,0,0,0,1.710926133,0.30277083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.33E-12,1.06E-10,0.0000000019,0.199375835,126.3028567,13.3263517,16.46622357,27.72095349,0,76.6602533,2.842064565,1.610252263,3.358331119,2.870330166,60.66306573,2.870330205,60.66306509,2.904022119,61.17634247,943.208343,0.329265368,26.42878683,224.4453912,0.890991754,238.0682961,3.148565804,71.11154687,0.221613064,162.7954761,0.221613064,0,0,0,1,0,440,704,3.7
alloy_750,1119,96.06675014,0,0,0,0,0,0,0,0,0,0,1.919552896,0,0,0,0,0,1.710926133,0.30277083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.33E-12,1.06E-10,0.0000000019,0.199375835,126.3028567,13.3263517,16.46622357,27.72095349,0,76.6602533,2.842064565,1.610252263,3.358331119,2.870330166,60.66306573,2.870330205,60.66306509,2.904022119,61.17634247,943.208343,0.329265368,26.42878683,224.4453912,0.890991754,238.0682961,3.148565804,71.11154687,0.221613064,162.7954761,0.221613064,0,0,0,1,0,437,484,6.9
alloy_751,1120,96.06675014,0,0,0,0,0,0,0,0,0,0,1.919552896,0,0,0,0,0,1.710926133,0.30277083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.33E-12,1.06E-10,0.0000000019,0.199375835,126.3028567,13.3263517,16.46622357,27.72095349,0,76.6602533,2.842064565,1.610252263,3.358331119,2.870330166,60.66306573,2.870330205,60.66306509,2.904022119,61.17634247,943.208343,0.329265368,26.42878683,224.4453912,0.890991754,238.0682961,3.148565804,71.11154687,0.221613064,162.7954761,0.221613064,0,0,0,1,0,378,512,7
alloy_752,1121,96.06675014,0,0,0,0,0,0,0,0,0,0,1.919552896,0,0,0,0,0,1.710926133,0.30277083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.33E-12,1.06E-10,0.0000000019,0.199375835,126.3028567,13.3263517,16.46622357,27.72095349,0,76.6602533,2.842064565,1.610252263,3.358331119,2.870330166,60.66306573,2.870330205,60.66306509,2.904022119,61.17634247,943.208343,0.329265368,26.42878683,224.4453912,0.890991754,238.0682961,3.148565804,71.11154687,0.221613064,162.7954761,0.221613064,0,0,0,1,0,425,474,8
alloy_753,1122,93.05341759,0.092168545,0,0,0,0,0,0,0,0,0,1.902820982,0,0,0.014434794,0,4.491300931,0.397997654,0,0,0,0,0,0,0,0.009567516,0,0,0,0,0,0,0.038291985,0.00000428,0.00000000194,0.0000000234,0.000000138,0.000000544,0.00000168,0.36238115,122.7800562,12.89498963,16.57937857,26.86860582,0.0000584,74.17883775,2.752402804,1.586276216,3.306310285,2.86124384,60.98995843,2.861243806,60.98995776,3.082092991,60.32421792,920.8876598,0.331408612,25.42327608,222.1870792,1.010211218,233.0353505,3.066993502,68.16332431,0.212809168,158.5683579,0.212809168,0.002769749,4.529592916,0,0,0,680,720,4
alloy_754,1123,93.05341759,0.092168545,0,0,0,0,0,0,0,0,0,1.902820982,0,0,0.014434794,0,4.491300931,0.397997654,0,0,0,0,0,0,0,0.009567516,0,0,0,0,0,0,0.038291985,0.00000428,0.00000000194,0.0000000234,0.000000138,0.000000544,0.00000168,0.36238115,122.7800562,12.89498963,16.57937857,26.86860582,0.0000584,74.17883775,2.752402804,1.586276216,3.306310285,2.86124384,60.98995843,2.861243806,60.98995776,3.082092991,60.32421792,920.8876598,0.331408612,25.42327608,222.1870792,1.010211218,233.0353505,3.066993502,68.16332431,0.212809168,158.5683579,0.212809168,0.002769749,4.529592916,0,0,0,680,720,4
alloy_755,1124,96.02077146,0,0,0,0,0,0,0,0,0,0,1.964340397,0,0,0,0,0,1.711938213,0.302949931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.33E-12,1.06E-10,0.0000000019,0.199585224,126.3401853,13.33352907,16.46402649,27.73735533,0,76.68858116,2.844973662,1.610379003,3.358356037,2.87019622,60.66345797,2.87019626,60.66345732,2.903908103,61.17703832,943.3993191,0.329269299,26.43864391,224.4450632,0.8907638,238.1405174,3.152145847,71.1383956,0.222763194,162.7550442,0.222763194,0,0,0,1,0,393.001149,475.738233,10
alloy_756,1125,96.20842139,0,0,0,0,0,0,0,0,0,0,1.92444192,0,0,0,0,0,0.571761264,0.404722634,0,0,0,0,0,0,0.890652788,0,0,0,0,0,0,0,0.0000000226,1.19E-16,3.97E-14,3.3E-12,1.05E-10,0.00000000189,16.22042203,129.3211286,13.35966634,16.42782653,27.79154908,0.005437435,77.36946098,2.853584317,1.616205657,3.390317228,2.880689876,60.37175319,2.880689935,60.37175246,2.891949607,60.54328046,950.6566521,0.329194635,27.0638116,224.8081893,0.887479384,237.9815999,3.173333174,72.06416148,0.27942694,163.7745128,0.27942694,0,0,0,1,0,413.68542,482.63299,13
alloy_757,1126,89.46777376,0,0,0,0,0,0,0,0,0,0.004979837,1.625809893,0,0,0.055639348,0,8.73054734,0.02130686,0.004713161,0,0,0.004411627,0,0,0,0,0,0,0,0.005409397,0,0.019802051,0.059606726,0.00000831,0.018178287,0.0000000456,0.000000268,0.00000106,0.00000326,0.197207986,119.4432353,12.41581701,16.73497925,25.89143923,0,71.42972437,2.644209684,1.559621019,3.239502093,2.870448735,61.66011594,2.870448622,61.66011517,3.273698355,60.09502717,899.8104765,0.332729916,24.50130763,219.8179637,1.124908624,226.1037996,2.961101825,65.40794252,0.229860481,154.2294698,0.229860481,0.065229201,8.792858764,0,0,0,508.9,559.24,6.53
alloy_758,1127,89.46777376,0,0,0,0,0,0,0,0,0,0.004979837,1.625809893,0,0,0.055639348,0,8.73054734,0.02130686,0.004713161,0,0,0.004411627,0,0,0,0,0,0,0,0.005409397,0,0.019802051,0.059606726,0.00000831,0.018178287,0.0000000456,0.000000268,0.00000106,0.00000326,0.197207986,119.4432353,12.41581701,16.73497925,25.89143923,0,71.42972437,2.644209684,1.559621019,3.239502093,2.870448735,61.66011594,2.870448622,61.66011517,3.273698355,60.09502717,899.8104765,0.332729916,24.50130763,219.8179637,1.124908624,226.1037996,2.961101825,65.40794252,0.229860481,154.2294698,0.229860481,0.065229201,8.792858764,0,0,0,508.9,559.24,6.53
alloy_759,1128,96.2734845,0,0,0,0,0,0,0,0,0,0.075045217,0,0,0,0.059891042,0,0,1.192621489,0.111612992,0,0,0,0,0,0,0.089316768,0,0,0,0,0,2.161364229,0.036663764,0.0000000537,1.984132362,1.02E-13,1.07E-11,3.42E-10,0.00000000534,1.925795058,122.3738719,13.39573246,16.49477,27.86993894,0.000545279,75.5747959,2.824878025,1.607545356,3.326184268,2.861003243,61.11289645,2.861003262,61.1128937,2.93496264,62.14174827,931.3663225,0.327549567,26.47002035,223.9471534,0.888935183,232.8045718,3.193566799,70.96750808,0.182996061,161.4107901,0.182996061,0.111203231,0.036663764,0,1,0,430.63,461.63,8.7
alloy_760,1129,96.2734845,0,0,0,0,0,0,0,0,0,0.075045217,0,0,0,0.059891042,0,0,1.192621489,0.111612992,0,0,0,0,0,0,0.089316768,0,0,0,0,0,2.161364229,0.036663764,0.0000000537,1.984132362,1.02E-13,1.07E-11,3.42E-10,0.00000000534,1.925795058,122.3738719,13.39573246,16.49477,27.86993894,0.000545279,75.5747959,2.824878025,1.607545356,3.326184268,2.861003243,61.11289645,2.861003262,61.1128937,2.93496264,62.14174827,931.3663225,0.327549567,26.47002035,223.9471534,0.888935183,232.8045718,3.193566799,70.96750808,0.182996061,161.4107901,0.182996061,0.111203231,0.036663764,0,1,0,430.63,461.63,8.7
alloy_761,1130,96.07462544,0,0,0,0,0,0,0,0,0,0.12048855,0.043817216,0,0,0.09971923,0,0,1.374734292,0.139377608,0,0,0,0,0,0,0.173498957,0,0,0,0.014542424,0,1.916464384,0.042731903,0.0000000502,1.759314304,9.48E-14,9.84E-12,3.15E-10,0.00000000495,3.52552509,123.2047935,13.37658633,16.50761276,27.82556076,0.001059211,75.65490642,2.819455238,1.607338771,3.329776673,2.864433408,61.13956117,2.864433426,61.13955707,2.936939112,62.16351311,934.0547483,0.32754141,26.54726467,223.9626652,0.889426077,232.7158503,3.178723284,71.10017238,0.203229154,161.4272149,0.203229154,0.202542892,0.050003115,0,1,0,335,380,12
alloy_762,1131,96.38675106,0,0,0,0,0,0,0,0,0,0.026876637,1.95725267,0,0,0.25024236,0,0,0.028748826,0.406997996,0,0,0,0,0,0,0.84590114,0,0,0,0.043792547,0,0.053436761,0,0.0000000233,0.049054947,4.11E-14,3.47E-12,1.11E-10,0.00000000197,15.46337406,129.4568895,13.41868523,16.37863683,27.92682333,0.005164226,77.87382771,2.87841944,1.618353392,3.401960301,2.878240914,60.3222801,2.878240966,60.32227922,2.883197317,60.40879326,953.3723571,0.329256199,27.27814298,224.9550759,0.885049932,237.9202199,3.199597308,72.64512695,0.268195262,163.6862143,0.268195262,0.252244441,0.021896273,0,1,0,232.5,378,9.5
alloy_763,1132,95.28061092,0,0,0,0,0,0,0,0,0,0.001064376,1.519749878,0,0,0.049550793,0,0,2.447810218,0.659831978,0,0,0,0,0,0,0.041381838,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.32E-12,1.06E-10,0.0000000019,0.952074512,126.5722665,13.30483422,16.51682692,27.66993598,0.000252636,76.31585687,2.827056698,1.606897496,3.343361401,2.892152372,61.07595799,2.892152401,61.07595747,2.941136063,61.81994738,944.2854426,0.328603197,26.51462941,224.1912445,0.89210896,235.8818589,3.126418457,71.24140257,0.24957889,162.4093645,0.24957889,0.077106651,0,0,1,0,378,479,7.8
alloy_764,1133,95.28061092,0,0,0,0,0,0,0,0,0,0.001064376,1.519749878,0,0,0.049550793,0,0,2.447810218,0.659831978,0,0,0,0,0,0,0.041381838,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.32E-12,1.06E-10,0.0000000019,0.952074512,126.5722665,13.30483422,16.51682692,27.66993598,0.000252636,76.31585687,2.827056698,1.606897496,3.343361401,2.892152372,61.07595799,2.892152401,61.07595747,2.941136063,61.81994738,944.2854426,0.328603197,26.51462941,224.1912445,0.89210896,235.8818589,3.126418457,71.24140257,0.24957889,162.4093645,0.24957889,0.077106651,0,0,1,0,339,452,12
alloy_765,1134,95.28061092,0,0,0,0,0,0,0,0,0,0.001064376,1.519749878,0,0,0.049550793,0,0,2.447810218,0.659831978,0,0,0,0,0,0,0.041381838,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.32E-12,1.06E-10,0.0000000019,0.952074512,126.5722665,13.30483422,16.51682692,27.66993598,0.000252636,76.31585687,2.827056698,1.606897496,3.343361401,2.892152372,61.07595799,2.892152401,61.07595747,2.941136063,61.81994738,944.2854426,0.328603197,26.51462941,224.1912445,0.89210896,235.8818589,3.126418457,71.24140257,0.24957889,162.4093645,0.24957889,0.077106651,0,0,1,0,330,451,12.7
alloy_766,1135,95.28061092,0,0,0,0,0,0,0,0,0,0.001064376,1.519749878,0,0,0.049550793,0,0,2.447810218,0.659831978,0,0,0,0,0,0,0.041381838,0,0,0,0,0,0,0,0.0000000228,1.2E-16,4E-14,3.32E-12,1.06E-10,0.0000000019,0.952074512,126.5722665,13.30483422,16.51682692,27.66993598,0.000252636,76.31585687,2.827056698,1.606897496,3.343361401,2.892152372,61.07595799,2.892152401,61.07595747,2.941136063,61.81994738,944.2854426,0.328603197,26.51462941,224.1912445,0.89210896,235.8818589,3.126418457,71.24140257,0.24957889,162.4093645,0.24957889,0.077106651,0,0,1,0,339,468,12.7
alloy_767,1136,95.58139781,0,0,0,0,0,0,0,0,0,0.026738286,1.903420038,0,0,0.124477075,0,0,1.716047236,0.303677097,0,0,0,0,0,0,0.2475137,0,0,0,0.043567089,0,0.053161666,0,0.0000000235,0.04880241,4.14E-14,3.49E-12,1.12E-10,0.00000000198,4.704342148,127.2703174,13.35838487,16.46879389,27.79005946,0.001511071,76.85327709,2.85089554,1.611185346,3.362132889,2.873079886,60.7394341,2.873079923,60.73943294,2.909277294,61.30750037,946.7463195,0.329008462,26.66830816,224.4234372,0.889488946,237.426569,3.161981575,71.5218931,0.25241559,162.4426475,0.25241559,0.126340805,0.021783544,0,1,0,363,449.5,5.405
alloy_768,1137,95.9200278,0,0,0,0,0,0,0,0,0,0.026847522,1.955129357,0,0,0.174979637,0,0,0.574351921,0.406556437,0,0,0,0,0,0,0.844983488,0,0,0,0.043745048,0,0.053378788,0,0.0000000233,0.049001727,4.11E-14,3.47E-12,1.11E-10,0.00000000197,15.44991823,129.4018377,13.40302581,16.41463462,27.88957777,0.005158624,77.5775931,2.869350691,1.616542447,3.39102198,2.880224891,60.46312335,2.880224942,60.46312226,2.894738219,60.69863229,952.6355681,0.329068749,27.18565424,224.7829784,0.886058372,237.5946941,3.190174871,72.40011123,0.281240349,163.3133873,0.281240349,0.176952603,0.021872524,0,1,0,382,438,6.5
alloy_769,1138,94.765031,0,0,0,0,0,0,0,0,0,0.074420343,0,0,0,0.069291076,0,0,3.161423932,0.115714706,0,0,0,0,0,0,0.08857306,0,0,0,0,0,1.695247148,0.030298732,0.0000000471,1.556236882,8.86E-14,9.09E-12,2.91E-10,0.0000000046,1.92852109,123.0961626,13.29672401,16.61998735,27.63799009,0.000540739,74.80454657,2.784780066,1.601486074,3.298548254,2.868490459,61.56645421,2.868490463,61.56645152,2.97071563,63.04603239,932.2996315,0.327128383,26.21962583,223.4833021,0.893659104,231.7649112,3.132472474,70.3137893,0.242363401,160.3787955,0.242363401,0.118836863,0.030298732,0,1,0,489.19,530.53,8.1
alloy_770,1139,94.765031,0,0,0,0,0,0,0,0,0,0.074420343,0,0,0,0.069291076,0,0,3.161423932,0.115714706,0,0,0,0,0,0,0.08857306,0,0,0,0,0,1.695247148,0.030298732,0.0000000471,1.556236882,8.86E-14,9.09E-12,2.91E-10,0.0000000046,1.92852109,123.0961626,13.29672401,16.61998735,27.63799009,0.000540739,74.80454657,2.784780066,1.601486074,3.298548254,2.868490459,61.56645421,2.868490463,61.56645152,2.97071563,63.04603239,932.2996315,0.327128383,26.21962583,223.4833021,0.893659104,231.7649112,3.132472474,70.3137893,0.242363401,160.3787955,0.242363401,0.118836863,0.030298732,0,1,0,489.19,530.53,8.1
alloy_771,1140,95.97067943,0,0,0,0,0,0,0,0,0,0.053926952,1.96357548,0,0,0.502101493,0,0,0.057683312,0.408312758,0,0,0,0,0,0,0.848633761,0,0,0,0.087868023,0,0.10721879,0,0.000000024,0.098426849,4.25E-14,3.64E-12,1.16E-10,0.00000000205,15.56589206,129.7693882,13.46841959,16.36638084,28.03810036,0.005180909,78.13841397,2.896159334,1.618850336,3.403430312,2.878107574,60.44464146,2.878107615,60.44464042,2.888051678,60.61822781,956.2863464,0.329062202,27.46128383,224.925554,0.883344825,237.3087313,3.218579308,73.09737791,0.276471368,163.1072314,0.276471368,0.53442507,0.043934012,0,1,0,,400,19
alloy_772,1141,92.59974293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058148435,0,0,0.501023356,0,0,0,0,0,0,0,6.841085274,0,0,0,0,0,0,0,0.0000000218,1.15E-16,3.82E-14,3.17E-12,1.01E-10,0.00000000181,123.3086837,147.3657881,13.07095992,16.75130675,27.05934618,0.041764826,77.34059654,2.690602963,1.628464004,3.465927739,2.925272097,60.16775552,2.925272202,60.1677546,2.936055525,60.32938294,985.4774427,0.326355789,29.65429273,224.9838304,0.887341498,230.4829556,3.066308041,74.06138462,0.581858524,165.435591,0.581858524,0.043653797,0,0,1,0,,235,4.5
alloy_773,1142,92.59974293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058148435,0,0,0.501023356,0,0,0,0,0,0,0,6.841085274,0,0,0,0,0,0,0,0.0000000218,1.15E-16,3.82E-14,3.17E-12,1.01E-10,0.00000000181,123.3086837,147.3657881,13.07095992,16.75130675,27.05934618,0.041764826,77.34059654,2.690602963,1.628464004,3.465927739,2.925272097,60.16775552,2.925272202,60.1677546,2.936055525,60.32938294,985.4774427,0.326355789,29.65429273,224.9838304,0.887341498,230.4829556,3.066308041,74.06138462,0.581858524,165.435591,0.581858524,0.043653797,0,0,1,0,,235,4.5
alloy_774,1143,96.56288846,0,0,0,0.054030371,0,0,0,0,0,0,2.443189516,0,0,0.353831448,0,0,0,0,0,0,0,0,0.054494532,0,0.402039059,0,0,0,0,0,0.129526617,0,0.000000034,0.118905435,2.13E-13,1.07E-11,2.45E-10,0.00000000343,7.429485069,127.8928669,13.53837081,16.36317403,28.22637172,0.002454448,77.91054835,2.90997482,1.619695288,3.396529532,2.851777475,60.14261397,2.851777522,60.14261424,2.86028203,60.25036107,949.2675296,0.329618314,26.95142694,224.9501629,0.883681987,239.7087263,3.230450073,72.1969601,0.234538196,162.9506007,0.234538196,0.436182332,0,0,1,0,,390,17
alloy_775,1144,92.59863567,0,0.025051837,0,0,0,0,0,0,0,0,0,0,0,0.033945251,0,0,0.456828833,0,0,0,0,0,0,0,6.769053702,0,0,0,0.079205821,0,0.037278881,0,0.0000000223,0.034222013,3.92E-14,3.3E-12,1.06E-10,0.00000000187,129.526741,147.1410185,13.07899692,16.74452819,27.07954946,0.041684166,77.37852513,2.693326441,1.628401639,3.466652167,2.926321668,60.18171028,2.926321772,60.1817093,2.935316246,60.36031244,985.789775,0.326326306,29.67029218,224.9418549,0.887075702,230.3519551,3.068966669,74.14088545,0.581473065,165.3603926,0.581473065,0.019450613,0.039602911,0,1,0,180.2,192.3,2
alloy_776,1145,92.59863567,0,0.025051837,0,0,0,0,0,0,0,0,0,0,0,0.033945251,0,0,0.456828833,0,0,0,0,0,0,0,6.769053702,0,0,0,0.079205821,0,0.037278881,0,0.0000000223,0.034222013,3.92E-14,3.3E-12,1.06E-10,0.00000000187,129.526741,147.1410185,13.07899692,16.74452819,27.07954946,0.041684166,77.37852513,2.693326441,1.628401639,3.466652167,2.926321668,60.18171028,2.926321772,60.1817093,2.935316246,60.36031244,985.789775,0.326326306,29.67029218,224.9418549,0.887075702,230.3519551,3.068966669,74.14088545,0.581473065,165.3603926,0.581473065,0.019450613,0.039602911,0,1,0,169,176.9,2.1
alloy_777,1146,92.57732049,0,0,0,0,0,0,0,0,0,0,0,0.016192617,0,0.058197387,0,0,0.501445137,0,0,0,0,0,0,0,6.846844371,0,0,0,0,0,0,0,0.0000000218,1.15E-16,3.81E-14,3.17E-12,1.01E-10,0.00000000181,123.4123132,147.3650784,13.07992559,16.75387656,27.08212798,0.041799985,77.32941872,2.691593722,1.628419635,3.46601109,2.925442552,60.17275453,2.925442631,60.1708561,2.937076207,60.33937557,985.6618623,0.326299285,29.65315898,224.9742631,0.887215874,230.440793,3.067983123,74.05346882,0.582932553,165.4097021,0.582932553,0.043702749,0.016192617,0,1,0,,244,4.9
alloy_778,1147,92.57732049,0,0,0,0,0,0,0,0,0,0,0,0.016192617,0,0.058197387,0,0,0.501445137,0,0,0,0,0,0,0,6.846844371,0,0,0,0,0,0,0,0.0000000218,1.15E-16,3.81E-14,3.17E-12,1.01E-10,0.00000000181,123.4123132,147.3650784,13.07992559,16.75387656,27.08212798,0.041799985,77.32941872,2.691593722,1.628419635,3.46601109,2.925442552,60.17275453,2.925442631,60.1708561,2.937076207,60.33937557,985.6618623,0.326299285,29.65315898,224.9742631,0.887215874,230.440793,3.067983123,74.05346882,0.582932553,165.4097021,0.582932553,0.043702749,0.016192617,0,1,0,,244,4.9
alloy_779,1148,95.61149173,0,0,0,0,0,0,0,0,0,0.053812526,1.959409023,0,0,0.350725268,0,0,0.575609151,0.40744637,0,0,0,0,0,0,0.846833068,0,0,0,0.087681579,0,0.106991285,0,0.000000024,0.098218,4.25E-14,3.64E-12,1.17E-10,0.00000000205,15.53476372,129.6200855,13.44270477,16.40443429,27.97862858,0.005169916,77.78018457,2.883238349,1.616946728,3.392324742,2.880266347,60.55401914,2.88026639,60.55401769,2.898021035,60.85338642,954.8646708,0.328917097,27.32738476,224.7591046,0.884678222,237.1238439,3.205419486,72.74935534,0.286602007,162.8740157,0.286602007,0.382747974,0.043840789,0,1,0,415,485,13
alloy_780,1149,95.61149173,0,0,0,0,0,0,0,0,0,0.053812526,1.959409023,0,0,0.350725268,0,0,0.575609151,0.40744637,0,0,0,0,0,0,0.846833068,0,0,0,0.087681579,0,0.106991285,0,0.000000024,0.098218,4.25E-14,3.64E-12,1.17E-10,0.00000000205,15.53476372,129.6200855,13.44270477,16.40443429,27.97862858,0.005169916,77.78018457,2.883238349,1.616946728,3.392324742,2.880266347,60.55401914,2.88026639,60.55401769,2.898021035,60.85338642,954.8646708,0.328917097,27.32738476,224.7591046,0.884678222,237.1238439,3.205419486,72.74935534,0.286602007,162.8740157,0.286602007,0.382747974,0.043840789,0,1,0,414,480,13
alloy_781,1150,95.61149173,0,0,0,0,0,0,0,0,0,0.053812526,1.959409023,0,0,0.350725268,0,0,0.575609151,0.40744637,0,0,0,0,0,0,0.846833068,0,0,0,0.087681579,0,0.106991285,0,0.000000024,0.098218,4.25E-14,3.64E-12,1.17E-10,0.00000000205,15.53476372,129.6200855,13.44270477,16.40443429,27.97862858,0.005169916,77.78018457,2.883238349,1.616946728,3.392324742,2.880266347,60.55401914,2.88026639,60.55401769,2.898021035,60.85338642,954.8646708,0.328917097,27.32738476,224.7591046,0.884678222,237.1238439,3.205419486,72.74935534,0.286602007,162.8740157,0.286602007,0.382747974,0.043840789,0,1,0,415,485,13
alloy_782,1151,92.80694161,0,0.025129983,0,0,0,0,0,0,0,0,0,0.066590497,0,0.038915587,0,0,0.134123079,0,0,0,0,0,0,0,6.877222379,0,0,0,0.051076861,0,0,0,0.0000000218,1.14E-16,3.81E-14,3.17E-12,1.01E-10,0.00000000181,131.4944591,147.4526836,13.11170131,16.73936082,27.1640106,0.042345656,77.4812562,2.697940967,1.62945311,3.474536169,2.926428732,60.08674305,2.926428735,60.07893875,2.932253857,60.16985502,987.0680826,0.326212031,29.73151932,225.0260417,0.886284889,230.464996,3.076546591,74.22004958,0.584336282,165.6468627,0.584336282,0.071635255,0.092128927,0,1,0,200.6,205,1.1
alloy_783,1152,92.80694161,0,0.025129983,0,0,0,0,0,0,0,0,0,0.066590497,0,0.038915587,0,0,0.134123079,0,0,0,0,0,0,0,6.877222379,0,0,0,0.051076861,0,0,0,0.0000000218,1.14E-16,3.81E-14,3.17E-12,1.01E-10,0.00000000181,131.4944591,147.4526836,13.11170131,16.73936082,27.1640106,0.042345656,77.4812562,2.697940967,1.62945311,3.474536169,2.926428732,60.08674305,2.926428735,60.07893875,2.932253857,60.16985502,987.0680826,0.326212031,29.73151932,225.0260417,0.886284889,230.464996,3.076546591,74.22004958,0.584336282,165.6468627,0.584336282,0.071635255,0.092128927,0,1,0,193.9,195.2,2.5
alloy_784,1153,92.55486026,0,0,0,0,0,0,0,0,0,0,0,0.03241252,0,0.058246421,0,0,0.50186763,0,0,0,0,0,0,0,6.852613172,0,0,0,0,0,0,0,0.0000000218,1.14E-16,3.81E-14,3.17E-12,1.01E-10,0.00000000181,123.5161173,147.3643674,13.08890638,16.75645069,27.10494817,0.041835203,77.31822206,2.69258615,1.628375191,3.46609458,2.925613294,60.17776197,2.925613348,60.17396283,2.938098609,60.34938504,985.8465928,0.326242686,29.65202331,224.9646798,0.887090038,230.3985594,3.069661028,74.04553969,0.584006193,165.3837663,0.584006193,0.056788112,0.03241252,0,1,0,,283,7.8
alloy_785,1154,92.55486026,0,0,0,0,0,0,0,0,0,0,0,0.03241252,0,0.058246421,0,0,0.50186763,0,0,0,0,0,0,0,6.852613172,0,0,0,0,0,0,0,0.0000000218,1.14E-16,3.81E-14,3.17E-12,1.01E-10,0.00000000181,123.5161173,147.3643674,13.08890638,16.75645069,27.10494817,0.041835203,77.31822206,2.69258615,1.628375191,3.46609458,2.925613294,60.17776197,2.925613348,60.17396283,2.938098609,60.34938504,985.8465928,0.326242686,29.65202331,224.9646798,0.887090038,230.3985594,3.069661028,74.04553969,0.584006193,165.3837663,0.584006193,0.056788112,0.03241252,0,1,0,,283,7.8
